,name,sex,age,height,weight,team,noc,city,sport,event,Bronze,Gold,Silver
42988,Marius Iulian Cocioran,M,29.0,173.0,64.0,Romania,ROU,London,Athletics,Athletics Men's 50 kilometres Walk,0,0,0
43005,Karen Cockburn (-Turgeon),F,31.0,161.0,55.0,Canada,CAN,London,Trampolining,Trampolining Women's Individual,0,0,0
43028,Roxana Daniela Coco,F,23.0,158.0,68.0,Romania,ROU,London,Weightlifting,Weightlifting Women's Light-Heavyweight,0,0,1
43052,Giovanni Orlando Codrington,M,24.0,177.0,84.0,Netherlands,NED,London,Athletics,Athletics Men's 4 x 100 metres Relay,0,0,0
43099,Willem Coertzen,M,29.0,186.0,79.0,South Africa,RSA,London,Athletics,Athletics Men's Decathlon,0,0,0
43104,Pietie Coetzee,F,33.0,176.0,69.0,South Africa,RSA,London,Hockey,Hockey Women's Hockey,0,0,0
43131,Corey Cogdell-Unrein,F,25.0,173.0,70.0,United States,USA,London,Shooting,Shooting Women's Trap,0,0,0
43148,Roxana Gabriela Cogianu,F,25.0,180.0,72.0,Romania,ROU,London,Rowing,Rowing Women's Coxed Eights,0,0,0
43175,Gil Cohen,F,20.0,170.0,62.0,Israel,ISR,London,Sailing,Sailing Women's Two Person Dinghy,0,0,0
43190,Nathan Cohen,M,26.0,184.0,87.0,New Zealand,NZL,London,Rowing,Rowing Men's Double Sculls,0,1,0
43230,Louis Steven Fabrice Coiffic,M,27.0,168.0,73.0,Mauritius,MRI,London,Athletics,Athletics Men's 100 metres,0,0,0
43241,Adelina Maria Cojocariu-Bogus,F,23.0,186.0,75.0,Romania,ROU,London,Rowing,Rowing Women's Coxed Eights,0,0,0
43251,Olesea Cojuhari,F,22.0,170.0,58.0,Moldova,MDA,London,Athletics,Athletics Women's 400 metres,0,0,0
43310,Brendan Cole,M,31.0,187.0,78.0,Australia,AUS,London,Athletics,Athletics Men's 400 metres Hurdles,0,0,0
43311,Brendan Cole,M,31.0,187.0,78.0,Australia,AUS,London,Athletics,Athletics Men's 4 x 400 metres Relay,0,0,0
43312,"Charles ""Charlie"" Cole",M,26.0,194.0,90.0,United States,USA,London,Rowing,Rowing Men's Coxless Fours,1,0,0
43340,Ellis E. Coleman,M,20.0,175.0,60.0,United States,USA,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",0,0,0
43358,Michelle Elizabeth Coleman,F,18.0,186.0,74.0,Sweden,SWE,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0,0,0
43359,Michelle Elizabeth Coleman,F,18.0,186.0,74.0,Sweden,SWE,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,0
43367,"William ""Will"" Coleman, III",M,29.0,188.0,81.0,United States,USA,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",0,0,0
43368,"William ""Will"" Coleman, III",M,29.0,188.0,81.0,United States,USA,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",0,0,0
43406,Ndia Gomes Colhado,F,23.0,194.0,88.0,Brazil,BRA,London,Basketball,Basketball Women's Basketball,0,0,0
43429,Louis Richarno Colin,M,25.0,180.0,64.0,Mauritius,MRI,London,Boxing,Boxing Men's Light-Welterweight,0,0,0
43459,Enrique Collazo Pelaiz,M,23.0,,,Puerto Rico,PUR,London,Boxing,Boxing Men's Middleweight,0,0,0
43462,Rodolfo Anibal Collazo Tourn,M,29.0,177.0,71.0,Uruguay,URU,London,Rowing,Rowing Men's Lightweight Double Sculls,0,0,0
43465,Williams Collazo Gutirrez,M,25.0,172.0,71.0,Cuba,CUB,London,Athletics,Athletics Men's 4 x 400 metres Relay,0,0,0
43482,Saruba Colley,F,23.0,145.0,56.0,Gambia,GAM,London,Athletics,Athletics Women's 100 metres,0,0,0
43577,"Stefanie Lyn ""Stef"" Collins",F,29.0,168.0,63.0,Great Britain,GBR,London,Basketball,Basketball Women's Basketball,0,0,0
43591,Simone Collio,M,32.0,180.0,74.0,Italy,ITA,London,Athletics,Athletics Men's 4 x 100 metres Relay,0,0,0
43630,Carlos Coloma Nicols,M,30.0,171.0,65.0,Spain,ESP,London,Cycling,"Cycling Men's Mountainbike, Cross-Country",0,0,0
43711,Carolina Colorado Henao,F,24.0,170.0,64.0,Colombia,COL,London,Swimming,Swimming Women's 100 metres Backstroke,0,0,0
43712,Carolina Colorado Henao,F,24.0,170.0,64.0,Colombia,COL,London,Swimming,Swimming Women's 200 metres Backstroke,0,0,0
43735,Reinaldo Colucci,M,26.0,190.0,72.0,Brazil,BRA,London,Triathlon,Triathlon Men's Olympic Distance,0,0,0
43736,Dimitri Colupaev,M,22.0,189.0,89.0,Germany,GER,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,0
43743,"Christopher ""Chris"" Colwill",M,27.0,178.0,76.0,United States,USA,London,Diving,Diving Men's Springboard,0,0,0
43794,Brbara Roco Comba,F,25.0,180.0,100.0,Argentina,ARG,London,Athletics,Athletics Women's Discus Throw,0,0,0
43861,Benjamin Compaor,M,24.0,189.0,83.0,France,FRA,London,Athletics,Athletics Men's Triple Jump,0,0,0
43888,Robson Donato Conceio,M,23.0,171.0,57.0,Brazil,BRA,London,Boxing,Boxing Men's Lightweight,0,0,0
43999,Michael John Conlan,M,20.0,170.0,56.0,Ireland,IRL,London,Boxing,Boxing Men's Flyweight,1,0,0
44003,"Kimberley Frances ""Kim"" Conley",F,26.0,161.0,49.0,United States,USA,London,Athletics,"Athletics Women's 5,000 metres",0,0,0
44018,Jared Connaughton,M,27.0,175.0,79.0,Canada,CAN,London,Athletics,Athletics Men's 200 metres,0,0,0
44019,Jared Connaughton,M,27.0,175.0,79.0,Canada,CAN,London,Athletics,Athletics Men's 4 x 100 metres Relay,0,0,0
44077,"James ""Jimmy"" Connor",M,17.0,183.0,68.0,Australia,AUS,London,Diving,Diving Men's Platform,0,0,0
44124,Rosaria Console,F,32.0,160.0,42.0,Italy,ITA,London,Athletics,Athletics Women's Marathon,0,0,0
44171,Facundo Conte,M,22.0,197.0,88.0,Argentina,ARG,London,Volleyball,Volleyball Men's Volleyball,0,0,0
44192,Giulia Conti,F,24.0,173.0,62.0,Italy,ITA,London,Sailing,Sailing Women's Two Person Dinghy,0,0,0
44213,Edickson Contreras Bracho,M,21.0,168.0,60.0,Venezuela,VEN,London,Diving,Diving Men's Springboard,0,0,0
44234,Yeny Contreras Loyola,F,32.0,163.0,56.0,Chile,CHI,London,Taekwondo,Taekwondo Women's Featherweight,0,0,0
44237,Yudelquis Maridalia Contreras,F,26.0,158.0,58.0,Dominican Republic,DOM,London,Weightlifting,Weightlifting Women's Featherweight,0,0,0
44263,Sally Conway,F,25.0,167.0,70.0,Great Britain,GBR,London,Judo,Judo Women's Middleweight,0,0,0
44305,Gordon Cook,M,33.0,178.0,76.0,Canada,CAN,London,Sailing,Sailing Men's Skiff,0,0,0
44318,Natalie Louise Cook,F,37.0,181.0,73.0,Australia-2,AUS,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,0,0,0
44326,Sarah Ann Patricia Cook,F,27.0,189.0,73.0,Australia,AUS,London,Rowing,Rowing Women's Coxed Eights,0,0,0
44340,"Althea Kristina ""Tina"" Cook (Gifford-)",F,41.0,175.0,71.0,Great Britain,GBR,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",0,0,0
44341,"Althea Kristina ""Tina"" Cook (Gifford-)",F,41.0,175.0,71.0,Great Britain,GBR,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",0,0,1
44386,Nicole Denise Cooke,F,29.0,167.0,58.0,Great Britain,GBR,London,Cycling,"Cycling Women's Road Race, Individual",0,0,0
44405,Reid Coolsaet,M,32.0,173.0,62.0,Canada,CAN,London,Athletics,Athletics Men's Marathon,0,0,0
44507,Melody Cooper,F,29.0,169.0,61.0,New Zealand,NZL,London,Hockey,Hockey Women's Hockey,0,0,0
44540,Anuradha Indrajith Cooray,M,34.0,178.0,58.0,Sri Lanka,SRI,London,Athletics,Athletics Men's Marathon,0,0,0
44554,Iztok op,M,40.0,190.0,89.0,Slovenia,SLO,London,Rowing,Rowing Men's Double Sculls,1,0,0
44567,"Katherine Sarah ""Kat"" Copeland",F,21.0,172.0,58.0,Great Britain,GBR,London,Rowing,Rowing Women's Lightweight Double Sculls,0,1,0
44569,Leslie Arthur Copeland,M,24.0,183.0,102.0,Fiji,FIJ,London,Athletics,Athletics Men's Javelin Throw,0,0,0
44574,Alexis Copello Snchez,M,26.0,185.0,80.0,Cuba,CUB,London,Athletics,Athletics Men's Triple Jump,0,0,0
44601,Erica Coppey,F,20.0,169.0,62.0,Belgium,BEL,London,Hockey,Hockey Women's Hockey,0,0,0
44640,Bryan Coquard,M,20.0,169.0,58.0,France,FRA,London,Cycling,Cycling Men's Omnium,0,0,1
44700,Carlos Cordero Gmez,M,35.0,159.0,54.0,Mexico,MEX,London,Athletics,Athletics Men's Marathon,0,0,0
44728,Audrey Cordon (-Ragot),F,22.0,170.0,60.0,France,FRA,London,Cycling,"Cycling Women's Road Race, Individual",0,0,0
44729,Audrey Cordon (-Ragot),F,22.0,170.0,60.0,France,FRA,London,Cycling,Cycling Women's Individual Time Trial,0,0,0
44733,Kevin Haroldo Cordn Buezo,M,25.0,180.0,80.0,Guatemala,GUA,London,Badminton,Badminton Men's Singles,0,0,0
44778,Jack Frank Porteous Cork,M,23.0,185.0,69.0,Great Britain,GBR,London,Football,Football Men's Football,0,0,0
44812,Monique Adelinde Cornelissen,F,33.0,168.0,55.0,Netherlands,NED,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",0,0,1
44813,Monique Adelinde Cornelissen,F,33.0,168.0,55.0,Netherlands,NED,London,Equestrianism,"Equestrianism Mixed Dressage, Team",1,0,0
44819,"Jacob ""Jake"" Cornelius",M,27.0,198.0,95.0,United States,USA,London,Rowing,Rowing Men's Coxed Eights,0,0,0
44833,Aliz Cornet,F,22.0,173.0,60.0,France,FRA,London,Tennis,Tennis Women's Singles,0,0,0
44834,Aliz Cornet,F,22.0,173.0,60.0,France,FRA,London,Tennis,Tennis Women's Doubles,0,0,0
44862,Dominique Cornu,M,26.0,196.0,78.0,Belgium,BEL,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",0,0,0
44879,Jos de Jess Corona Rodrguez,M,30.0,188.0,83.0,Mexico,MEX,London,Football,Football Men's Football,0,1,0
44893,Daniel Corral Barrn,M,22.0,173.0,64.0,Mexico,MEX,London,Gymnastics,Gymnastics Men's Parallel Bars,0,0,0
44894,Daniel Corral Barrn,M,22.0,173.0,64.0,Mexico,MEX,London,Gymnastics,Gymnastics Men's Pommelled Horse,0,0,0
44919,Luciano Ribeiro Corra,M,29.0,189.0,100.0,Brazil,BRA,London,Judo,Judo Men's Half-Heavyweight,0,0,0
44923,Miguel Antonio Correa,M,28.0,173.0,77.0,Argentina,ARG,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",0,0,0
45000,Javier Corts Granados,M,23.0,171.0,70.0,Mexico,MEX,London,Football,Football Men's Football,0,1,0
45009,Onix Corts Aldama,F,23.0,,,Cuba,CUB,London,Judo,Judo Women's Middleweight,0,0,0
45012,"Francisco ""Quico"" Corts Juncosa",M,29.0,181.0,80.0,Spain,ESP,London,Hockey,Hockey Men's Hockey,0,0,0
45024,Edgar Alejandro Cortez Espinoza,M,22.0,170.0,55.0,Nicaragua,NCA,London,Athletics,Athletics Men's 800 metres,0,0,0
45036,Javier Cortina Lacerra,M,25.0,185.0,97.0,Cuba,CUB,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",0,0,0
45064,Jessica Charmoore Cosby (-Toruga),F,30.0,173.0,79.0,United States,USA,London,Athletics,Athletics Women's Hammer Throw,0,0,0
45110,Rose Cossar,F,21.0,173.0,55.0,Canada,CAN,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,0,0
45162,Joo Carlos Calvete Pereira da Costa,M,47.0,182.0,100.0,Portugal,POR,London,Shooting,"Shooting Men's Air Pistol, 10 metres",0,0,0
45163,Joo Carlos Calvete Pereira da Costa,M,47.0,182.0,100.0,Portugal,POR,London,Shooting,"Shooting Men's Free Pistol, 50 metres",0,0,0
45175,Keila da Silva da Costa,F,29.0,170.0,63.0,Brazil,BRA,London,Athletics,Athletics Women's Triple Jump,0,0,0
45178,Kissya Cataldo da Costa,F,30.0,180.0,67.0,Brazil,BRA,London,Rowing,Rowing Women's Single Sculls,0,0,0
45190,Melania Felicitas Costa Schmid,F,23.0,180.0,69.0,Spain,ESP,London,Swimming,Swimming Women's 200 metres Freestyle,0,0,0
45191,Melania Felicitas Costa Schmid,F,23.0,180.0,69.0,Spain,ESP,London,Swimming,Swimming Women's 400 metres Freestyle,0,0,0
45192,Melania Felicitas Costa Schmid,F,23.0,180.0,69.0,Spain,ESP,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,0,0
45193,Melania Felicitas Costa Schmid,F,23.0,180.0,69.0,Spain,ESP,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,0
45206,Rui Alberto Faria da Costa,M,25.0,183.0,68.0,Portugal,POR,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
45217,Carolina del Pilar Costagrande,F,31.0,188.0,80.0,Italy,ITA,London,Volleyball,Volleyball Women's Volleyball,0,0,0
45264,Kalle Kristian Coster,M,29.0,188.0,65.0,Netherlands,NED,London,Sailing,Sailing Men's Two Person Dinghy,0,0,0
45267,Sven Erik Coster,M,33.0,183.0,61.0,Netherlands,NED,London,Sailing,Sailing Men's Two Person Dinghy,0,0,0
45290,Bernadette Coston,F,22.0,164.0,61.0,South Africa,RSA,London,Hockey,Hockey Women's Hockey,0,0,0
45323,"John ""Johnno"" Cotterill",M,24.0,193.0,88.0,Australia,AUS,London,Water Polo,Water Polo Men's Water Polo,0,0,0
45328,Aleksandra Cotti,F,23.0,167.0,65.0,Italy,ITA,London,Water Polo,Water Polo Women's Water Polo,0,0,0
45343,Hctor Cotto Gonzlez,M,27.0,191.0,82.0,Puerto Rico,PUR,London,Athletics,Athletics Men's 110 metres Hurdles,0,0,0
45347,Amy Cotton,F,32.0,180.0,78.0,Canada,CAN,London,Judo,Judo Women's Half-Heavyweight,0,0,0
45359,Vlad Bogdan Cotuna,M,21.0,163.0,62.0,Romania,ROU,London,Gymnastics,Gymnastics Men's Team All-Around,0,0,0
45360,Vlad Bogdan Cotuna,M,21.0,163.0,62.0,Romania,ROU,London,Gymnastics,Gymnastics Men's Floor Exercise,0,0,0
45361,Vlad Bogdan Cotuna,M,21.0,163.0,62.0,Romania,ROU,London,Gymnastics,Gymnastics Men's Parallel Bars,0,0,0
45362,Vlad Bogdan Cotuna,M,21.0,163.0,62.0,Romania,ROU,London,Gymnastics,Gymnastics Men's Horizontal Bar,0,0,0
45363,Vlad Bogdan Cotuna,M,21.0,163.0,62.0,Romania,ROU,London,Gymnastics,Gymnastics Men's Rings,0,0,0
45372,Tonia Couch,F,23.0,166.0,54.0,Great Britain,GBR,London,Diving,Diving Women's Synchronized Platform,0,0,0
45387,Tiana Michelle Coudray,F,23.0,163.0,57.0,United States,USA,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",0,0,0
45388,Tiana Michelle Coudray,F,23.0,163.0,57.0,United States,USA,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",0,0,0
45389,Bryn Coudraye,M,26.0,201.0,98.0,Australia,AUS,London,Rowing,Rowing Men's Coxed Eights,0,0,0
45415,Natalie Anne Coughlin (-Hall),F,29.0,173.0,63.0,United States,USA,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,1,0,0
45428,Franois Coulombe-Fortier,M,27.0,191.0,92.0,Canada,CAN,London,Taekwondo,Taekwondo Men's Heavyweight,0,0,0
45520,Charles Peter Cousins,M,23.0,198.0,100.0,Great Britain,GBR,London,Rowing,Rowing Men's Quadruple Sculls,0,0,0
45534,Geisa Aparecida Muniz Coutinho,F,32.0,161.0,55.0,Brazil,BRA,London,Athletics,Athletics Women's 400 metres,0,0,0
45535,Geisa Aparecida Muniz Coutinho,F,32.0,161.0,55.0,Brazil,BRA,London,Athletics,Athletics Women's 4 x 400 metres Relay,0,0,0
45557,Kurt Leonel da Rocha Couto,M,27.0,180.0,74.0,Mozambique,MOZ,London,Athletics,Athletics Men's 400 metres Hurdles,0,0,0
45575,Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0,1,0
45576,Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,0,1
45577,Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,London,Swimming,Swimming Women's 100 metres Butterfly,1,0,0
45578,Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,London,Swimming,Swimming Women's 200 metres Individual Medley,0,0,1
45579,Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,1
45591,Toms Cristbal Couve Correa,M,40.0,183.0,64.0,Chile,CHI,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",0,0,0
45592,Toms Cristbal Couve Correa,M,40.0,183.0,64.0,Chile,CHI,London,Equestrianism,"Equestrianism Mixed Jumping, Team",0,0,0
45600,Dean Warren Couzins,M,31.0,182.0,77.0,New Zealand,NZL,London,Hockey,Hockey Men's Hockey,0,0,0
45648,Kirsty Leigh Coventry (-Seward),F,28.0,176.0,64.0,Zimbabwe,ZIM,London,Swimming,Swimming Women's 100 metres Backstroke,0,0,0
45649,Kirsty Leigh Coventry (-Seward),F,28.0,176.0,64.0,Zimbabwe,ZIM,London,Swimming,Swimming Women's 200 metres Backstroke,0,0,0
45650,Kirsty Leigh Coventry (-Seward),F,28.0,176.0,64.0,Zimbabwe,ZIM,London,Swimming,Swimming Women's 200 metres Individual Medley,0,0,0
45692,Sarah Cowley,F,28.0,176.0,67.0,New Zealand,NZL,London,Athletics,Athletics Women's Heptathlon,0,0,0
45719,Lionel Cox,M,31.0,185.0,74.0,Belgium,BEL,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,0,1
45724,Shana Amanda Cox,F,27.0,172.0,75.0,Great Britain,GBR,London,Athletics,Athletics Women's 400 metres,0,0,0
45725,Shana Amanda Cox,F,27.0,172.0,75.0,Great Britain,GBR,London,Athletics,Athletics Women's 4 x 400 metres Relay,0,0,0
45729,Sophie Cox,F,30.0,160.0,52.0,Great Britain,GBR,London,Judo,Judo Women's Half-Lightweight,0,0,0
45762,Natalya Coyle,F,21.0,170.0,60.0,Ireland,IRL,London,Modern Pentathlon,Modern Pentathlon Women's Individual,0,0,0
45768,Marius Vasile Cozmiuc,M,19.0,197.0,94.0,Romania,ROU,London,Rowing,Rowing Men's Coxless Fours,0,0,0
45809,Alistair Ian Cragg,M,32.0,180.0,60.0,Ireland,IRL,London,Athletics,"Athletics Men's 5,000 metres",0,0,0
45832,Hannah Craig,F,29.0,167.0,57.0,Ireland,IRL,London,Canoeing,"Canoeing Women's Kayak Singles, Slalom",0,0,0
45836,"Kameryn Louise ""Kami"" Craig",F,25.0,181.0,88.0,United States,USA,London,Water Polo,Water Polo Women's Water Polo,0,1,0
45849,Brooke Leeann Crain,F,19.0,160.0,55.0,United States,USA,London,Cycling,Cycling Women's BMX,0,0,0
45882,Lauren Crandall,F,27.0,161.0,58.0,United States,USA,London,Hockey,Hockey Women's Hockey,0,0,0
45884,"Robert ""Rob"" Crane",M,26.0,188.0,84.0,United States,USA,London,Sailing,Sailing Men's One Person Dinghy,0,0,0
45919,Dan Craven,M,29.0,183.0,76.0,Namibia,NAM,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
45925,Sal Craviotto Rivero,M,27.0,192.0,98.0,Spain,ESP,London,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",0,0,1
45958,Peter Crawford,M,32.0,193.0,88.0,Australia,AUS,London,Basketball,Basketball Men's Basketball,0,0,0
45985,Talitiga Crawley,F,20.0,182.0,87.0,Samoa,SAM,London,Taekwondo,Taekwondo Women's Heavyweight,0,0,0
45993,David William Crawshay,M,32.0,191.0,89.0,Australia,AUS,London,Rowing,Rowing Men's Double Sculls,0,0,0
46022,Esther Cremer,F,24.0,170.0,55.0,Germany,GER,London,Athletics,Athletics Women's 4 x 400 metres Relay,0,0,0
46034,Pablo Crer,M,23.0,202.0,85.0,Argentina,ARG,London,Volleyball,Volleyball Men's Volleyball,0,0,0
46039,Margalida Cresp Jaume,F,21.0,170.0,55.0,Spain,ESP,London,Synchronized Swimming,Synchronized Swimming Women's Team,1,0,0
46045,Edgar Roberto Crespo Echeverra,M,23.0,170.0,60.0,Panama,PAN,London,Swimming,Swimming Men's 100 metres Breaststroke,0,0,0
46137,Adrian Crian,M,32.0,186.0,85.0,Romania,ROU,London,Table Tennis,Table Tennis Men's Singles,0,0,0
46141,Wilmer Crisanto Casildo,M,23.0,174.0,80.0,Honduras,HON,London,Football,Football Men's Football,0,0,0
46149,Sebastian Eduardo Crismanich,M,25.0,183.0,79.0,Argentina,ARG,London,Taekwondo,Taekwondo Men's Welterweight,0,1,0
46153,Jessica Crisp,F,42.0,167.0,55.0,Australia,AUS,London,Sailing,Sailing Women's Windsurfer,0,0,0
46179,Cristiane Rozeira de Souza Silva,F,27.0,176.0,69.0,Brazil,BRA,London,Football,Football Women's Football,0,0,0
46189,Jos Everardo Cristbal Quirino,M,25.0,169.0,80.0,Mexico,MEX,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",0,0,0
46190,Jos Everardo Cristbal Quirino,M,25.0,169.0,80.0,Mexico,MEX,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0,0,0
46235,Paola Croce,F,34.0,167.0,52.0,Italy,ITA,London,Volleyball,Volleyball Women's Volleyball,0,0,0
46258,Louis Croenen,M,18.0,186.0,79.0,Belgium,BEL,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,0
46283,Sabrina Crognale,F,26.0,170.0,58.0,Italy,ITA,London,Modern Pentathlon,Modern Pentathlon Women's Individual,0,0,0
46291,Florin Ionu Croitoru,M,18.0,160.0,56.0,Romania,ROU,London,Weightlifting,Weightlifting Men's Bantamweight,0,0,0
46320,Andrew Peter Cronje,M,28.0,173.0,76.0,South Africa,RSA,London,Hockey,Hockey Men's Hockey,0,0,0
46329,Toni Maree Cronk,F,32.0,170.0,60.0,Australia,AUS,London,Hockey,Hockey Women's Hockey,0,0,0
46461,Will Crothers,M,25.0,195.0,95.0,Canada,CAN,London,Rowing,Rowing Men's Coxed Eights,0,0,1
46470,Charl Crous,M,21.0,194.0,88.0,South Africa,RSA,London,Swimming,Swimming Men's 100 metres Backstroke,0,0,0
46471,Charl Crous,M,21.0,194.0,88.0,South Africa,RSA,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,0,0
46483,Francisca Crovetto Chadid,F,22.0,160.0,54.0,Chile,CHI,London,Shooting,Shooting Women's Skeet,0,0,0
46498,"Kimberley ""Kim"" Crow-Brennan",F,26.0,188.0,74.0,Australia,AUS,London,Rowing,Rowing Women's Single Sculls,1,0,0
46499,"Kimberley ""Kim"" Crow-Brennan",F,26.0,188.0,74.0,Australia,AUS,London,Rowing,Rowing Women's Double Sculls,0,0,1
46568,Clarisse Maria Pinho Cruz,F,34.0,170.0,54.0,Portugal,POR,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",0,0,0
46574,Eglis Yaima Cruz Farfn,F,32.0,159.0,63.0,Cuba,CUB,London,Shooting,"Shooting Women's Air Rifle, 10 metres",0,0,0
46575,Eglis Yaima Cruz Farfn,F,32.0,159.0,63.0,Cuba,CUB,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0
46623,Yanet Cruz Cruz,F,24.0,170.0,70.0,Cuba,CUB,London,Athletics,Athletics Women's Javelin Throw,0,0,0
46634,Dra Csabai,F,23.0,175.0,63.0,Hungary,HUN,London,Water Polo,Water Polo Women's Water Polo,0,0,0
46687,Gbor Csszr,M,28.0,198.0,96.0,Hungary,HUN,London,Handball,Handball Men's Handball,0,0,0
46717,"Lszl Cseh, Jr.",M,26.0,188.0,83.0,Hungary,HUN,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,0
46718,"Lszl Cseh, Jr.",M,26.0,188.0,83.0,Hungary,HUN,London,Swimming,Swimming Men's 200 metres Butterfly,0,0,0
46719,"Lszl Cseh, Jr.",M,26.0,188.0,83.0,Hungary,HUN,London,Swimming,Swimming Men's 200 metres Individual Medley,1,0,0
46720,"Lszl Cseh, Jr.",M,26.0,188.0,83.0,Hungary,HUN,London,Swimming,Swimming Men's 400 metres Individual Medley,0,0,0
46721,"Lszl Cseh, Jr.",M,26.0,188.0,83.0,Hungary,HUN,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,0,0
46762,va Csernoviczki,F,25.0,160.0,51.0,Hungary,HUN,London,Judo,Judo Women's Extra-Lightweight,1,0,0
46782,Douglas Csima,M,26.0,191.0,100.0,Canada,CAN,London,Rowing,Rowing Men's Coxed Eights,0,0,1
46808,Lszl Csoknyai,M,24.0,172.0,83.0,Hungary,HUN,London,Judo,Judo Men's Half-Middleweight,0,0,0
46834,Zsfia Katalin Csonka,F,28.0,164.0,89.0,Hungary,HUN,London,Shooting,"Shooting Women's Air Pistol, 10 metres",0,0,0
46835,Zsfia Katalin Csonka,F,28.0,164.0,89.0,Hungary,HUN,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",0,0,0
46869,Vernica Mara Cuadrado Dehesa,F,33.0,184.0,73.0,Spain,ESP,London,Handball,Handball Women's Handball,1,0,0
46883,Francisco Cubelos Snchez,M,19.0,169.0,70.0,Spain,ESP,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",0,0,0
46929,Yann Cucherat,M,32.0,171.0,70.0,France,FRA,London,Gymnastics,Gymnastics Men's Team All-Around,0,0,0
46930,Yann Cucherat,M,32.0,171.0,70.0,France,FRA,London,Gymnastics,Gymnastics Men's Parallel Bars,0,0,0
